"Story","Title","Result","Date","Stability","Duration (s)"
"Payments","Manual payment with multiple documents","ERROR","2024-06-13T10:20:17.175+08:00[Asia/Shanghai]","0.0","269.32"
"Payments","Application of prepayment full","ERROR","2024-06-13T10:24:47.226+08:00[Asia/Shanghai]","0.0","99.26"
"Payments","Manual payment with negative amount","ERROR","2024-06-13T10:26:27.195+08:00[Asia/Shanghai]","0.0","228.07"
"Payments","Manual payment with zero payments","ERROR","2024-06-13T10:30:15.989+08:00[Asia/Shanghai]","0.0","415.5"
"Payments","Application of prepayment partial","ERROR","2024-06-13T10:40:53.195+08:00[Asia/Shanghai]","0.0","75.3"
