"Story","Title","Result","Date","Stability","Duration (s)"
"Payments","Manual payment with multiple documents","ERROR","2024-06-03T16:08:51.026+08:00[Asia/Shanghai]","0.0","238.21"
"Payments","Application of prepayment full","ERROR","2024-06-03T16:12:49.963+08:00[Asia/Shanghai]","0.0","99.01"
"Payments","Manual payment with negative amount","ERROR","2024-06-03T16:14:29.736+08:00[Asia/Shanghai]","0.0","228.15"
"Payments","Manual payment with zero payments","ERROR","2024-06-03T16:18:18.613+08:00[Asia/Shanghai]","0.0","410.03"
"Payments","Application of prepayment partial","ERROR","2024-06-03T16:28:58.416+08:00[Asia/Shanghai]","0.0","80.0"
